ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.803306', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.904725', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.915281', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.925354', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.943448', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.948974', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.961093', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.974343', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.980891', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.989926', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:33.998328', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.003341', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.012423', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.025806', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.031376', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.041551', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.050216', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.058550', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.069242', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.079268', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.084287', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.088819', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.094838', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.098477', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.103482', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.113494', 'src_ip': '192.168.43.11', 'dst_ip': '13.107.137.11', 'src_port': '57755', 'dst_port': '443', 'protocol': 'TCP', 'packet_length': '54', 'protocol_type': np.int64(1), 'src_bytes': 54, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.118551', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.128979', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.136996', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.145522', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.150052', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.155581', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.165517', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.170635', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.184756', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.194994', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.200565', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.208077', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.214093', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.218400', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.227267', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.233056', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.241767', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.248443', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.253992', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.259536', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.264535', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.270575', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.279850', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.291901', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.300647', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.307497', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.314019', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.318369', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.325095', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.330640', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.335193', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.340951', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.349110', 'src_ip': '192.168.43.11', 'dst_ip': '13.107.137.11', 'src_port': '57755', 'dst_port': '443', 'protocol': 'TCP', 'packet_length': '54', 'protocol_type': np.int64(1), 'src_bytes': 54, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.353933', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.364369', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.368948', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.377095', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.380576', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.385783', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.393338', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.401917', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.415003', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.426950', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.433250', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
ALERT: Suspicious activity detected: {'timestamp': '2025-12-28T08:49:34.437765', 'src_ip': '13.107.137.11', 'dst_ip': '192.168.43.11', 'src_port': '443', 'dst_port': '57755', 'protocol': 'TCP', 'packet_length': '55', 'protocol_type': np.int64(1), 'src_bytes': 55, 'dst_bytes': 0} | Predicted label: 11
